cell_id_dna	ptime	ptime2
379	AS-604944-LR-56234_AS-621693-LR-56669	1.21598800026699	1.23105608290868
380	AS-604946-LR-56234_AS-621695-LR-56669	1.50989703087163	1.49489248974247
381	AS-604948-LR-56234_AS-621697-LR-56669	1.65141808276053	1.63713633042923
382	AS-604950-LR-56234_AS-621699-LR-56669	1.50856255960785	1.56447128320129
383	AS-604952-LR-56234_AS-621701-LR-56669	0.623723774326147	0.624790191756729
384	AS-604954-LR-56234_AS-621703-LR-56669	0.794867869104127	0.789614847857995
385	AS-604956-LR-56234_AS-621705-LR-56669	0.886609644206675	0.881372399082456
386	AS-604958-LR-56234_AS-621707-LR-56669	1.42608128828492	1.48164840973209
387	AS-604962-LR-56234_AS-621711-LR-56669	2.14133736079399	NA
388	AS-604964-LR-56234_AS-621713-LR-56669	2.47043592714845	NA
389	AS-604966-LR-56234_AS-621715-LR-56669	1.48479060333571	1.49195034705577
390	AS-604968-LR-56234_AS-621717-LR-56669	2.47791212686169	NA
391	AS-604970-LR-56234_AS-621719-LR-56669	0.923931163661677	0.920380773555507
392	AS-604972-LR-56234_AS-621721-LR-56669	3.41412513269729	NA
393	AS-604974-LR-56234_AS-621723-LR-56669	1.382112990603	1.42919733607941
394	AS-604976-LR-56234_AS-621725-LR-56669	2.57268005325812	NA
395	AS-604884-LR-56234_AS-621633-LR-56669	1.95503728500595	1.89235723793404
396	AS-604978-LR-56234_AS-621727-LR-56669	2.67587882772736	NA
397	AS-604980-LR-56234_AS-621729-LR-56669	0.721293047519914	0.727128840427177
